,Parameters,Minima Found,Eigenvalues Squared of Minima,Other Info
17,"[9719.950042519766, -4633.184626468647, -4696.296237512732, 4.211744993269392, 0.5275035189281433, 5.355057074956296, 7.883265050448571, 3.7210264891149674, 6.779154895968219, 10.253752406042697, 2.5743899431511377, 4.552029152416303, -87013.04476390775, -134061.7396302806, -155231.63198302817]","[array([-49.26257, -79.28131, -71.88765]), array([49.26257, 79.28131, 71.88765])]","[array([ 93429.27417808, 557994.06405737, 474675.74037265]), array([ 93429.27417808, 557994.06405737, 474675.74037265])]",
18,"[2159.457445314383, 5301.534705032973, -7003.507479213005, 1.2213587160394666, 5.293499225358259, 2.636820789016808, -2.3442989067209865, 1.34563451932725, -5.536427184595116, 0.32907440903612084, -5.503151647832939, 3.9022777364442405, 31597.17189847518, 43049.09070807643, -274406.20855574775]","[array([-779.21406,  547.75797, -675.76886]), array([-636.0371 , -437.3229 , -549.25442]), array([636.0371 , 437.3229 , 549.25442]), array([ 779.21406, -547.75797,  675.76886])]","[array([  507560.55758617, 10706036.25406687, 17767740.28019723]), array([  333688.2034752 ,  7148293.99006516, 11332388.4435951 ]), array([  333688.2034752 ,  7148293.99006516, 11332388.4435951 ]), array([  507560.55758617, 10706036.25406687, 17767740.28019723])]",
19,"[-4755.942662481336, 5127.685468908445, 3822.717645163686, 4.7765110513196065, 0.17789834825809006, 1.9871081930514998, -7.07739688412866, 11.656912623856108, -0.32219399400781423, -5.941850633996158, 6.059542661943958, 0.7800780944755203, 112533.57679444447, 31599.01903036062, -50413.20080258587]",0,0,
20,"[1675.1287903707453, 6575.657348119894, -1329.6506528883765, 1.2728996095763079, 2.729883991664124, 5.780592362443833, 3.1954720728693893, -2.7301776551175285, -2.052029412654715, -7.599497012628529, -3.474771418967224, -2.6745851539133874, -50073.3455162186, -48252.112629335126, -109094.9566914395]",0,0,
21,"[9597.486303358328, 665.6956043594146, 7350.681455810158, 5.856700125621964, 5.994981990531748, 5.195027893633996, 7.158700651604029, -4.107679108591348, 1.6898561506817433, 5.754829715663693, 7.530176383721656, -3.7444582873007235, -72203.25578737418, -116864.16195738665, -95165.49251735781]","[array([-76.20605, -56.92531, -90.46937])]","[array([695106.9972703 , 255739.66355463, 419815.52971251])]",
22,"[748.0355232279471, -3243.71758144459, -7397.81516084266, 2.749210401491091, 1.7072449519876214, 0.3424711267036047, 12.00843045863035, 3.5692476091594756, 11.676574727711515, -2.184708019534032, -10.135011209586354, -5.037193283536965, 142771.05773453112, 58092.8944068687, -16371.789424453222]",0,0,
23,"[-9855.244249481502, 6823.538905571902, -2592.8746817491265, 3.8750039187821597, 2.8983196609528075, 3.7400522804771037, -3.385325433647605, 11.16505624265983, 11.668377312410914, -2.9177145296592357, -12.01986939614467, -5.624552838659692, -91249.40226467953, 77159.46028087212, -45233.19321243261]","[array([-321.53714, -348.01123,   11.72343]), array([321.53714, 348.01123, -11.72343])]","[array([6023406.82488109,  178227.3035687 , 1049519.0740356 ]), array([6023406.82488109,  178227.3035687 , 1049519.0740356 ])]",
24,"[2226.508392500011, -3611.085997649974, 1158.3224833263612, 3.3536802288475354, 0.2821740373715254, 5.878795078377957, 8.361704045895081, 9.70601757311426, 9.5631882103145, -7.123308292916209, 6.119259493812425, -2.8281107972815285, 9060.12313145274, -138830.87992777702, -64254.382610517496]","[array([-41.51335, -66.53421, -52.63704]), array([41.51335, 66.53421, 52.63704])]","[array([ 74491.98365837, 127232.93763463, 382101.12873131]), array([ 74491.98365837, 127232.93763463, 382101.12873131])]",
25,"[9263.56828357721, -9054.35129934634, -257.3251586505685, 3.9178828121489357, 1.99543826814627, 3.415773096914676, -8.399601496241782, -7.046288952801664, -5.443015328896799, 7.595483097288131, -9.777849787026879, -10.782398907233922, -101703.4428086443, -109296.76776996383, -293130.55400447326]",0,0,
26,"[-2746.9782505391113, -5936.132683230195, -488.255875524952, 5.608942833023949, 4.843391492788899, 5.826199436769471, -0.4768639792145084, 12.162361137689224, 12.276829533488257, 5.841687862709353, -5.630670343056394, 6.263447811330682, -10781.97867460319, 43825.53570688839, -323027.8868382729]","[array([-72.19934,  17.00071, -73.94588]), array([ 72.19934, -17.00071,  73.94588])]","[array([645294.71050894, 501349.95458211, 151929.46219851]), array([645294.71050894, 501349.95458211, 151929.46219851])]",
27,"[7604.640402119141, 3812.8759139388476, -4334.231498620294, 2.931140068372717, 0.134994017765617, 5.477083085750043, -8.015743413388222, -2.6450972260692893, -5.817685919304962, -3.5344899637040754, 6.493411811005142, -6.994954832380526, -108414.77783307472, -120539.5825039318, -248666.83008921635]",0,0,
28,"[-5363.229290791891, 8863.564968799397, 3353.380077219621, 5.910862155388361, 1.476477877013045, 5.7487983294059255, -1.4795265188652635, 2.6162635865731847, 2.3680392584975074, 12.222783063160591, -11.683502682425583, -7.404869166277103, -25886.78189690254, 32717.479813256476, -375807.460265135]","[array([-165.72752,   24.90237, -170.12254]), array([165.72752, -24.90237, 170.12254])]","[array([2664300.37491288,  747635.62250997,   29196.41184962]), array([2664300.37491288,  747635.62250997,   29196.41184962])]",
29,"[1029.8950285795054, 3278.335007123889, -9711.342159750584, 5.24433091857493, 2.432715555996558, 2.5612584312749616, -7.504202751975498, 9.051297819116197, 10.136139973509792, -2.8666787063015366, -11.444792129414791, -0.29818982018524487, -57692.639070645164, 138568.67437290627, -253356.54500110203]",0,0,
30,"[111.64604967261585, -3972.573952273444, 4390.346765154827, 0.7977652561398436, 0.6243827321166922, 3.1457121334138085, -5.795338588526724, 11.69579308009543, 8.372694578382436, -4.474966072744895, -11.482604000617583, 6.114288570287886, 13352.306535926764, 118202.04590507952, -81525.93013839982]",0,0,
31,"[-3034.545068183358, 8023.396291436355, -2858.052483416329, 0.5833490274052094, 2.316975542930637, 4.341179848479949, -6.621066752951534, 1.8560714535689407, 6.543559503496301, 3.219695612311341, -11.44683324311821, 4.09360035292514, -57634.76026440358, -140490.52462102717, -230458.88102949504]",0,0,
32,"[5714.192746031122, -2265.5596865753223, -3927.137612505451, 0.662937659598592, 1.2771579714688674, 0.5664427785878362, 10.810022159627632, 4.698388340437415, -4.563004862042481, 1.7361915690665803, -3.680366419803182, -10.867532721750521, 92045.45748923879, 60143.209038566536, -150613.283390973]",0,0,
33,"[3673.771455570539, 2442.3570890814026, 1997.9771172614019, 3.206534381542998, 5.978616330836662, 4.349305890805122, 8.54440870203375, -6.976316982749788, 5.840903015798425, -10.363880300634204, -1.8981935240935623, 6.899765052433224, 123410.93181718554, -115486.29173238156, -370365.16121565754]","[array([-125.29723,  105.52804,  -95.67738]), array([ -50.32314, -203.79536, -223.06982]), array([ 50.32314, 203.79536, 223.06982]), array([ 125.29723, -105.52804,   95.67738])]","[array([1159607.41451382,  505117.23809067,  375367.66494996]), array([1235989.30204883,  236908.79753139, 3736846.83153486]), array([1235989.30204883,  236908.79753139, 3736846.83153486]), array([1159607.41451382,  505117.23809067,  375367.66494996])]",
34,"[3371.9797653283695, 8197.8651929271, -6047.860389851454, 5.2071551467504475, 2.2871808289580957, 0.1252500334164183, -10.736463555640936, -7.323090791106987, 1.3587084052904679, 4.3260206333169435, -7.996436985067631, -6.12180149829338, 11093.395126054034, 24348.98644206638, -166167.37741125072]",0,0,
35,"[9020.75741348213, -1431.4158596886318, 5743.040259692916, 1.9013683420812995, 3.5411940706876535, 1.2386083597513737, 4.6583437363827045, 8.068034103477473, 7.6103823548616365, 5.868545776919451, -9.820022770681216, 7.850923144940797, 119575.32319792645, 52108.43743316442, -235610.08712698924]","[array([ -58.63882,   94.90659, -128.87928]), array([ 58.63882, -94.90659, 128.87928])]","[array([867642.78964354, 109878.34173939, 496120.54255964]), array([867642.78964354, 109878.34173939, 496120.54255964])]",
36,"[-6684.859654355914, 9086.28110116929, 8238.10970599463, 1.4090747020408652, 4.182102695021026, 4.4712592495550645, -6.905216772493435, -1.4322354543531342, 9.268647112107292, -2.364569517800083, -12.075750100387111, -7.070501561354598, 135182.56017139216, 15853.086473472329, -79480.03558341844]",0,0,
37,"[-2345.937555068869, 8928.494567160484, 9256.66691726409, 4.013362049263573, 5.238105617621285, 4.083757496369133, 2.4410376903388133, 3.6083725894542447, 0.7975177477571478, 5.236133332594321, -0.9222869712985862, 4.965915334776863, 102643.48899260713, -58809.89161741547, -361506.34189586825]","[array([-115.50614,   19.16397, -115.0028 ]), array([115.50614, -19.16397, 115.0028 ])]","[array([862639.71319331, 742429.41270189, 266753.25627419]), array([862639.71319331, 742429.41270189, 266753.25627419])]",
38,"[-9093.217243641451, -4293.5470612588115, -4437.626336959459, 2.8248891491675447, 1.292352733977558, 5.446705632692605, -2.9949579519778275, 8.363698348938996, -1.6883828069582183, -11.989743945547664, 0.5454071079906058, -7.1396070445046815, -95729.26214838248, 108471.25761006385, -368575.07092147134]",0,0,
39,"[-7900.351797836864, 8217.370917901084, -6413.774827466987, 5.370836391704794, 0.9964855323398226, 0.27178369645362516, -1.0068101065445774, 7.123778037022509, 6.088045742807266, 8.735865587420925, 3.9510735342157197, -3.080393643848879, 56508.929270048044, 123521.68281138089, -62760.141723509354]","[array([-50.02506,  66.81859, -84.66565]), array([ 50.02506, -66.81859,  84.66565])]","[array([ 52523.82908012, 276200.58413822, 345063.08529667]), array([ 52523.82908012, 276200.58413822, 345063.08529667])]",
40,"[-4838.9491510070375, 1747.255098741085, 282.29362242165735, 1.2665670182742546, 5.458904829340554, 3.6256746056379825, -4.449863460646744, 1.9567757174398963, 6.61482294702081, -12.285611424552464, -3.1721505134488, -9.479358561608633, 30127.344853956747, -124313.3388034712, -264340.0862573618]",0,0,
41,"[3382.998202385763, 256.387623427956, 9931.74036449458, 0.39275051527337945, 4.774634880504094, 5.539311558879821, 10.644775334076474, -6.72463118822954, 9.269658421115736, 4.950311569605983, -6.81175103593931, -6.991107857306581, -93478.78714405978, -51278.10918598829, -187506.22571122207]","[array([-182.85589,  -29.10319, -103.34336]), array([182.85589,  29.10319, 103.34336])]","[array([ 134567.28951558, 1064562.61254632,  648029.85540375]), array([ 134567.28951558, 1064562.61254632,  648029.85540375])]",
42,"[-3585.81070912465, -2748.2056939500408, 4516.800633228784, 2.4552865294305386, 3.9592812261576236, 1.1715120117730953, 9.307342926825221, 4.678586286248466, -6.15734087270355, 11.41663130397783, -2.189430783171373, 2.495264319315144, -35958.573355866945, 16591.556643783842, -87968.29311973706]",0,0,
43,"[-8559.2665645188, 4419.190454371868, 4144.471495327096, 5.387868264544628, 3.705774648014761, 2.8863780845079914, -7.098767653376101, 4.0704112981341325, -7.272930116812367, -1.8817760252142808, -1.5553251063968183, -11.287443489730634, 147623.3394415573, 59851.384162057075, -41671.776592665934]",0,0,
44,"[7349.729198520032, 7199.049783501196, -7075.812931654233, 2.937266048953457, 3.40578461451105, 4.973619116546905, -10.577863592374996, 8.07792589042974, 7.560473018838241, 2.6590833469311743, -1.1502962011027549, -5.862356891514574, -124590.39527090368, -129514.5663808473, -247184.15044581774]",0,0,
45,"[6654.327486137598, 7807.089541430869, 479.66114727354034, 2.8273031982468027, 5.629518349821662, 1.2421911263764238, -1.4936971365375626, -6.0054734150156, -6.921575774779653, 10.031218367475276, 2.430131303413992, 3.81475408196998, 9800.539536080789, 27054.669616353553, -364344.1445314428]","[array([-484.99253,   14.18744, -595.39253]), array([484.99253, -14.18744, 595.39253])]","[array([8874803.15003295,  722295.52759816, 1470406.10972705]), array([8874803.15003295,  722295.52759816, 1470406.10972705])]",
46,"[1289.4693004112833, 2698.7060521951807, -2869.907343632054, 5.142710104203325, 0.5709918854380566, 1.6665346951173399, -0.26871499352576045, 1.3012839065099886, -5.834757971474183, -8.830688362664137, -6.979383713815924, 3.8932645342477272, -85323.16675682657, -42744.25209204486, -235580.2623976331]",0,0,
47,"[-7494.1021150804345, -9687.430874412874, 11.998298196349424, 0.7475897116745731, 5.924728559989725, 5.501279927960069, 8.102839308996344, -5.5373544408623205, -4.91410681460839, -2.578254856716592, 4.129043116694721, 5.744538674431279, -12141.077118153422, -126889.71997193365, -2127.875543272181]","[array([-12.29922, -74.66151, -78.67831]), array([12.29922, 74.66151, 78.67831])]","[array([ 87881.20064939, 236819.92428075, 556625.03413648]), array([ 87881.20064939, 236819.92428075, 556625.03413648])]",
48,"[8804.286981983896, -1909.2144429395712, 385.14768496787474, 4.968362132909763, 1.1827552782619823, 2.980267516153815, -8.041585100634624, 4.019293840632036, 4.555072947992775, -2.192013265240348, -3.596131920157884, -9.86976410001813, 34447.89044060689, 56455.18492652051, -221289.28070480085]",0,0,
49,"[4888.070971440113, -60.114362167194486, -3847.8198079646627, 0.7523636369958241, 5.799307051986105, 2.296085372478569, 11.951186690796586, -7.282622720501428, 6.161655590629412, -0.06540761864179245, -7.247780614371372, 2.350147719797649, 24541.562683730008, -97758.8930590311, -199303.33454432225]",0,0,
50,"[-6155.741023446255, -1552.6253081893556, -1400.4720847001536, 0.5077316726558438, 2.656894134794177, 1.4369897617462837, -6.96065892911254, -0.14051057049679905, 11.458546186401101, -3.3451351354477037, -9.401508839545182, -10.484505177449835, -5028.430947182758, 139925.31837225845, -225017.79607572724]",0,0,
51,"[3261.23769596919, 3427.9379750342905, 271.3777074114969, 4.253888001228839, 2.1967336032654234, 3.236533179152941, 3.70833074953984, -2.4189662447546505, 7.884315825812381, -6.2488599195688215, 4.303349850501398, -11.143902603064918, -95090.34103340068, -95080.05697389656, -324540.0878150705]","[array([-229.49751, -189.88834, -220.26722])]","[array([3086632.32935955,  995214.10823446,  635933.65425025])]",
52,"[2857.601141088475, 5460.451396272343, -4603.258738700071, 3.408525865272815, 2.925834362426642, 0.2745072727884822, -5.840435847296049, 9.85254564317562, 11.654853315176844, -11.310255632519052, 4.2805812858719925, -10.185119467748393, 117121.89163061848, -104982.75119679997, -223792.1503428882]","[array([-132.10185,   -9.51275, -240.97919])]","[array([ 251308.3556793 ,  872529.0475231 , 1041289.89881658])]",
53,"[4649.662216598937, -8454.465217078636, -3700.9981299620213, 4.803707372329553, 3.429725613781476, 2.7671222909705975, -8.232506103697624, 11.695742680087598, -0.129123977520738, 11.846258228234742, 2.367066708651892, 5.602078274925098, 119232.268118902, 6655.675108272379, -322266.1128865775]","[array([-109.19669,   28.30599, -115.15438]), array([109.19669, -28.30599, 115.15438])]","[array([879152.91609569, 689368.92943059, 370269.37527587]), array([879152.91609569, 689368.92943059, 370269.37527587])]",
54,"[6176.11730146286, -5183.206020142535, -6774.7137513916605, 1.6530872645351877, 0.12079408626166561, 5.122215969262362, 10.185594536771365, 10.477061769824058, 2.081430016664264, -7.059733959797481, -11.748518302983861, -3.9344528867852873, 71319.7085886162, -133241.38807127616, -313724.3691887238]","[array([-229.85811,  -25.57599, -173.75303]), array([ -13.50476, -699.40418, -277.84401]), array([ 13.50476, 699.40418, 277.84401]), array([229.85811,  25.57599, 173.75303])]","[array([2038210.60619077,  592609.77867567,  233729.72729944]), array([4006643.36919028, 2646622.73956703,  148315.65851731]), array([4006643.36919028, 2646622.73956703,  148315.65851731]), array([2038210.60619077,  592609.77867567,  233729.72729944])]",
55,"[-6371.224405662401, -629.0185586025455, 9204.604907639503, 5.173784517057568, 3.5953730620444597, 0.10763647177478686, 6.950595480700304, 8.859541584428179, 7.061044624412446, -9.218977621417597, 3.3863394157097595, -6.652324544514681, -102724.15389236885, -7838.5861905420315, -95495.04692372942]","[array([-100.35919,   -5.59813, -307.51958]), array([100.35919,   5.59813, 307.51958])]","[array([2283393.22321551,  710415.44563619,  107217.40959067]), array([2283393.22321551,  710415.44563619,  107217.40959067])]",
56,"[-2326.9397676346307, 3576.3329475094233, 4420.650635993743, 4.255935682301507, 1.4895335094726292, 3.6364307564996583, 0.6613527819630463, -4.608635325584484, 9.627537877946875, -3.0621840625682584, -10.824412074471343, -9.079683187400494, 117840.3325465201, -97312.51200685624, -85454.18459646928]",0,0,
57,"[1326.7383174190254, -4241.246561518837, 5630.809874390785, 1.113220415308954, 0.39969705306458403, 3.8097462668508495, 0.18638239805900803, 5.1192924036989815, 6.784095381578986, 8.242242833472737, -2.2340506398508992, -8.759535431231658, -75377.57955155744, -83287.09693115321, -93937.92263790756]","[array([-174.72636,  -38.6461 , -133.25336]), array([174.72636,  38.6461 , 133.25336])]","[array([169334.33817936, 886857.93301889, 625267.05459096]), array([169334.33817936, 886857.93301889, 625267.05459096])]",
58,"[4021.8144586274666, -8162.324537141445, -2631.4784250162693, 5.729770886425186, 4.987420476268565, 5.131201857517256, 6.847038181659219, 3.439081859451143, -2.6410795261169087, -1.6018360879568014, -1.052061650100482, -7.436683517750475, -57591.0506320283, 44429.897184765665, -196682.67107160334]","[array([-354.53705,   -2.15776, -364.00294])]","[array([11199117.00013174,   395594.69206117,  1967335.13758504])]",
59,"[-17.134268977135434, -7996.901038866246, 9947.47184846763, 2.095945470781645, 4.097028132585367, 4.310714109677454, 10.652743223538994, 4.096948498906139, -4.299771962077209, 6.649356513616265, -5.372086695461246, 5.198251208755362, 49355.262343373994, 149828.07200637506, -173732.60642058973]","[array([-103.31481,   56.12762, -116.66419]), array([103.31481, -56.12762, 116.66419])]","[array([983674.16202025,  97149.50872732, 521980.82984181]), array([983674.16202025,  97149.50872732, 521980.82984181])]",
60,"[-5250.396662951804, -283.060133280982, 8384.039368548245, 5.409093892447229, 0.7960755058280508, 2.0720447219869476, 9.77045171807531, -0.7684649945999604, -7.445181532365166, -4.058945645074882, -3.6275137844296435, 2.036882139157708, 47863.57359806233, -62712.24223226098, -239031.40168172287]",0,0,
61,"[5716.930335282548, 5880.160127578456, 9551.668043893667, 2.856770791826466, 0.2501156584108689, 1.7408884105764109, 6.285647737104789, 11.957265049193214, -1.6117757645289155, 6.902749108637408, 2.467352819861688, -5.578081839306199, -13612.448869369895, -10550.739154541778, -132160.0101014512]",0,0,
62,"[2169.546231401542, 8275.310192587374, 8716.034714160258, 2.9745126927898706, 3.9673728498120973, 1.9174298972649695, 8.006893377568886, 0.4887336883212292, -5.148414236609145, -5.034901872721639, -1.3449152569787994, 5.073588874187372, -24864.58375641459, -43527.747190786526, -63335.44303534308]","[array([ -83.32057,  -76.00833, -115.65819]), array([ 83.32057,  76.00833, 115.65819])]","[array([404845.94139355, 226403.75069629, 200830.26399291]), array([404845.94139355, 226403.75069629, 200830.26399291])]",
63,"[2824.4869922388043, -1000.2743185279633, -9468.516889979788, 0.2240328335526694, 5.028072660316586, 5.663987109456098, -3.4800958089960545, 11.893693170662953, 11.486528290568128, -5.660078142050713, 7.795760114021956, -5.644953571565161, 71600.99995996986, -134693.87622612834, -222783.78746858131]",0,0,
64,"[6279.897113043462, 1419.4492281955063, 6977.193469669535, 4.594088885495973, 2.783626412376769, 4.9330334616118705, -1.5927369101981572, 9.125339923370653, -3.983213819197024, 11.22324629254545, -6.207682644821689, -12.100876181650031, -34525.66536810798, -8124.0645484307315, -17775.79318504891]",0,0,
65,"[-7977.354517408168, -2326.810830342314, 9469.910755777826, 5.064778690128482, 5.5121401004854444, 0.22964016519806446, -3.9048065632361, -7.710870703348131, 2.9033711823306323, 1.4952546335967334, -6.663532696716158, -1.5942793241391602, 72010.83822819236, -69098.91947775435, -300638.8766523318]",0,0,
66,"[-7113.973872074979, -3512.353120781424, 2442.575198366916, 4.831239079648292, 0.22886194940046461, 5.669346601128718, -1.3870185863214903, 5.576306824592827, 10.14614122678465, -11.224501433232067, -9.870376239384361, 2.7702819223580537, -71951.07660195172, -485.55093425378436, -383336.1807723046]",0,0,
67,"[7143.054654041411, 9983.475215958137, 5790.91751318531, 3.3636931724146435, 5.031646070808764, 1.0401669279403147, -0.5701744786080383, -6.368142048215867, -6.493433582712439, -3.3588827897738653, 1.6875383377403832, -3.3846926423507178, -125110.99571434323, 17728.7222724616, -138944.54360594024]",0,0,
68,"[-9759.341793675585, -4376.946809038222, 1111.8410659002693, 3.7555365803394443, 2.5283617788204786, 0.5353097179259619, -7.422103611979968, 4.56617939659542, -7.07061656462403, -1.3288508589881474, -0.13389316905266568, -5.477793472445808, -14823.57357655483, -124266.09731551568, -385204.99066284456]",0,0,
69,"[-3265.3639011317237, 4520.34953716448, 3160.37154259365, 3.5748221750694844, 2.80695099433084, 5.127566040410083, -3.8203652072729373, 9.954485888043305, 0.9195751524356162, 1.433510316289885, 7.22955711451414, -2.9164741063801216, 7374.529679278232, -130961.35333817676, -97110.01437528146]","[array([-90.5476 , -47.55849, -83.18209])]","[array([619110.52231688, 259933.05185861, 170993.49924935])]",
70,"[9420.401999719626, -5297.518215596253, 1080.9189487758267, 1.4507621417065775, 3.903151773660295, 4.317524931058275, -12.450908842690913, 3.28316480081798, 6.748434788493508, -6.064612822565058, 7.67747193200729, -1.9748716534337696, -110883.60662850832, -66222.71885095205, -311789.8206650329]",0,0,
71,"[3805.4422979696938, -8566.761940174494, -6365.948240950008, 5.873108936792843, 3.2537524423871655, 4.178355595036155, 2.8451874637306975, 10.798274198404858, 2.4901547741757764, 10.094221457575845, 7.385597364190094, -9.474649262488098, -3431.871050609683, 111804.780355747, -7093.55988344067]","[array([-11.06198,  42.64431, -44.15815]), array([ 11.06198, -42.64431,  44.15815])]","[array([ 11633.03728848, 151821.07398648, 194531.34631292]), array([ 11633.03728848, 151821.07398648, 194531.34631292])]",
