,Parameters,Minima Found,Eigenvalues Squared of Minima,Other Info
10,"[8907.599217653104, 4121.447499639093, 7516.484023521793, 0.775346641460541, 3.6868554779593876, 3.3511290774537157, 0.9892662530644518, 2.7754596047459046, -3.029064766680256, -7.35745554325748, 5.026499200060986, 2.573840509455147, -89870.09754084476, -31944.43096544736, -280271.2112817856]",0,0,
11,"[8005.083475522668, 1734.832984808645, 9433.4954582223, 5.585913197402107, 5.493312811851984, 4.554776738732651, 0.3745085360151599, 4.2622318662956165, -7.934133769271057, -7.046724647310548, -8.014559128385784, -10.541411798749587, 105127.06812398005, 103092.23750095046, -235216.61800903932]",0,0,
12,"[-791.8641374934668, 986.4239929462365, 7745.746799322598, 0.16677480590226068, 2.3844890958261025, 4.628523966058212, -4.0095872420375525, -3.022764198336266, 11.705963273843096, -10.106709138505254, -0.39191049023684066, 7.5661668261385095, 32580.260113789962, 51459.282988059305, -245575.46525781302]",0,0,
13,"[-6756.030469645029, -9755.837530082938, 5557.325362881802, 3.74556126451798, 5.473755428515481, 3.2129646570602066, 6.937956226064603, 9.545735164283116, 1.7466464244133046, 10.974125401490607, 1.7894419476241357, -12.45042524805461, -80629.07022118024, -110169.31488316046, -208856.89453786061]",0,0,
14,"[7002.736334635265, -1337.1109789089332, 6857.849308142195, 4.301615339491735, 4.125283101893566, 1.917299300704958, -0.20153718966905032, -2.9021013306692955, 6.289856519985767, -7.5406904516817805, 5.963903814011648, -9.593251249769757, 11096.94617165532, -46653.859010052474, -331071.7454864798]","[array([-388.10936, -322.28594, -325.69434]), array([-358.30468,  291.02519, -300.55394]), array([ 358.30468, -291.02519,  300.55394])]","[array([9213229.23308077,  406103.38897797, 1362263.12449061]), array([7823028.03387195,  320743.56774851, 1056659.63617621]), array([7823028.03387195,  320743.56774851, 1056659.63617621])]",
15,"[1885.50304450361, 4488.75046933536, 9390.637573403328, 4.585817767849738, 3.4168776025228533, 1.3958742987119959, 4.702288094027427, 1.5566036061020156, -1.0612956262539743, 6.9775428155485315, 6.466498959333965, -5.830353624002614, 46324.1806236307, 52532.82424219395, -114001.01454106974]",0,0,
16,"[8170.165222124448, 7577.357314673056, -3580.9653134745067, 3.1491178582653725, 1.524965773708193, 2.085065470802877, 6.981447089853177, 4.035808152713985, 8.496434802121126, -9.75148222052156, -8.381708865532243, 4.525071838609723, 27564.402854088723, 18096.193465386285, -95042.74133862165]",0,0,
17,"[-5584.235999227521, -144.69394709577682, -1916.144968421605, 0.5675369315879037, 2.909023702270228, 2.1523792213232413, -7.278281513828541, 3.0551848197902363, 7.074184488958492, -9.271443260158211, 5.238763379270907, -12.443700485365738, 140905.09304603457, -29895.813062155474, -202655.81480286145]",0,0,
18,"[-559.5908371809055, -8484.700280707904, 9724.11001941183, 4.900525234751778, 2.067311537160391, 2.4666295282023087, -3.6535808829251835, 2.372234286239891, 9.120268491852112, 3.6130826670536464, -9.808842236537071, 5.59525989879095, 11706.794024124189, 122901.65611658705, -258791.74121523974]",0,0,
19,"[-6842.099901514472, 1863.163409277986, -4441.820069711471, 3.064849143843165, 1.0884124985819694, 3.06664166546104, 2.8094070169810585, -7.7344032210611475, 8.250987229229974, 6.97107996706136, 0.566403798550045, 7.43310509079992, 95883.08561450537, 71805.92016835624, -89515.35835851583]",0,0,
20,"[-4962.64945169375, -1816.9512178629457, 2927.4717454161528, 1.204730524947177, 4.6384617374893855, 3.75945236747945, 7.984899664108518, 8.866127383171047, 9.825892571304543, 3.080789884247679, 6.444623469713747, -1.4223682987803805, -84105.09209081091, -114506.35918410975, -178323.0465134567]","[array([-91.7841 , -41.13027, -76.49569])]","[array([233062.28928108, 569195.00630333, 380187.56859362])]",
21,"[-2223.019597902163, -67.67134411747247, 6419.896810607821, 2.845123508113109, 5.214090604943135, 5.175615923757266, -10.95922698152802, 5.366750011796606, 0.8747374063524358, 6.909654195542323, -6.817473967552532, -6.211188085168643, -111465.44367845528, -147768.4328264575, -304423.67285565456]","[array([-750.25986, -532.43706, -596.17287]), array([-329.66542,  178.40222, -272.4483 ]), array([ 329.66542, -178.40222,  272.4483 ])]","[array([  758981.89450582, 24876607.57257324, 14876278.71880702]), array([5298887.65061266,   80038.85182357, 1526957.30793328]), array([5298887.65061266,   80038.85182357, 1526957.30793328])]",
22,"[-1894.3769791534896, -4084.1750284091067, 9789.397007400024, 2.0586561259585983, 3.4603937310176445, 0.7563312738384325, 10.238540635064982, 5.174199750159527, 6.641933623246723, 12.54446640620608, 3.009124470993763, 2.331687146888287, 6884.6292603081965, -30056.26823694895, -142260.3984717585]","[array([ -62.42888,   -7.44555, -106.43296]), array([ 62.42888,   7.44555, 106.43296])]","[array([104992.49369301, 320344.87649745, 408109.89026897]), array([104992.49369301, 320344.87649745, 408109.89026897])]",
23,"[9703.730808145992, -4223.153417070383, 8738.763693873261, 3.1403954398085543, 2.937460361923977, 3.456057082632541, -1.835044045042494, 5.944049381542577, -2.796483937749228, -8.836115042689045, -3.123092171047146, -7.23745077738088, 105354.03905959567, -131473.15071129284, -258411.33906533953]",0,0,
24,"[-1883.957526403019, 1494.2007163541948, 2173.1864270534224, 4.517117167329698, 0.7285783438547918, 2.1454767340623073, 5.949945459378384, 10.864786941904118, 7.5725168452875575, -12.366140579445627, -8.763974060586825, -3.9812870796055737, 56377.57336021779, 117979.799534143, -248270.52216257574]",0,0,
25,"[-7557.472631793085, -3938.9274955079154, -7247.854890173313, 0.690413749106138, 4.718795827819997, 0.9376335364181676, -8.098864393316799, 11.782903725018603, 1.8829164861897194, 6.4609420829778585, -3.143316991593343, 4.558376672665094, 123153.77430218045, -73524.36480181517, -201447.49776134474]","[array([-214.97571,  127.10329,  -37.9702 ]), array([ 214.97571, -127.10329,   37.9702 ])]","[array([ 187336.92634833,  731711.71398626, 1146031.22178386]), array([ 187336.92634833,  731711.71398626, 1146031.22178386])]",
26,"[8121.7614694172735, -2023.315516277431, -3664.5649088882683, 0.9870584048295791, 3.886442615078243, 4.607121631407343, 11.629659213422155, 10.20792384371708, 5.076121126120269, -7.041923106168032, 1.646351293295794, -10.412093158141255, 36899.131944014516, 97028.67632792739, -215140.98514955072]",0,0,
27,"[6899.98773063123, 1159.6327300660578, -2387.685156139003, 4.787413852497572, 4.769973432707339, 5.055396272987404, 0.7532229757141806, -4.07835609975034, 4.412414940385911, -10.822799945742313, -4.114263837695042, -8.021644299707683, -15535.039961410599, -77610.7704287596, -128250.89764437696]",0,0,
28,"[-2315.0168075574284, 8890.286988285498, -3431.110711252476, 5.533222532969486, 1.3894354316000412, 2.929902703626537, -5.132570296760886, -4.512521553290604, -4.437218923973979, 9.820228669872904, 3.6221196096525397, 1.3973162212170607, -94236.48177345426, -143453.21314996586, -59530.962497706874]","[array([ -85.19043, -173.65427, -155.58083])]","[array([1081467.61918655,  460054.58752305,  350566.13438961])]",
29,"[157.8241746898093, -3860.7966114470973, -2687.1500702217973, 1.4142822957277847, 1.4440999424153649, 3.401841609753333, -3.439447093547832, 11.154688105457431, 6.192810921250269, 10.917831784648325, 4.088818469997914, 2.503859965074584, 76585.12837822837, 48463.02698110021, -197455.5964977523]","[array([-101.2236 ,   33.93634,  -73.85036]), array([101.2236 , -33.93634,  73.85036])]","[array([527247.64397511, 260341.06789528, 286616.56327841]), array([527247.64397511, 260341.06789528, 286616.56327841])]",
30,"[-5016.416215561632, -6663.435540019855, 5719.636586836583, 1.461972041340128, 4.5628269218653505, 3.812496167150056, -9.352668609253758, 11.320457868962727, 8.991760277319017, -3.8818755075475018, 1.5017328648610402, -12.139699036448265, -94836.75898797318, 84877.82651949831, -382633.92087626393]",0,0,
31,"[-6967.740839646003, -2983.551358188177, 1997.6583271408344, 2.086874484609334, 0.9173714215132492, 4.106426376354031, 11.655812843183675, 9.01408805531765, 0.03175496056065441, 11.266370986250369, 4.867520732176107, -3.2591398875849933, -134052.56950516978, -68689.14267531408, -131643.66892479663]","[array([-166.47648,  -17.41492, -143.03383])]","[array([ 242617.80868622, 1166570.7482113 , 1862166.18778172])]",
32,"[7947.686064172405, 8292.301763838455, 7867.033424131001, 1.84045261130223, 0.47500734432456504, 2.4615749500799224, -12.414029654836952, -6.1828467377297205, -2.151459042096085, -9.844939954522676, -7.027598197540052, -6.357431315977046, -61681.23432992837, 91774.64634299203, -99002.71209044574]",0,0,
33,"[-6979.668698170301, 349.6929344713699, -575.5855282497942, 4.31286490499027, 1.3555169897216495, 0.9455875091082435, -2.744252990668347, 2.392846389596018, 10.92799375985641, -8.977890494651927, -12.222822278166616, -1.5236001954269938, -22077.898793970628, -89129.83708168013, -275008.04569857544]",0,0,
34,"[460.01774527421003, -1150.434926119713, 7536.548125306836, 3.505475445455257, 2.1968917399524273, 5.545374704697347, 1.8000149331346371, 3.0633178295851202, 10.35329168103829, 6.177313748026858, -9.394568849442107, 6.2141568059716015, 132796.44196339155, 82341.77791663873, -113012.43975059851]","[array([ -20.76655,  290.05975, -230.63341]), array([  20.76655, -290.05975,  230.63341])]","[array([ 168441.25333635, 3110898.01974249, 3869862.79199096]), array([ 168441.25333635, 3110898.01974249, 3869862.79199096])]",
35,"[5728.7921447973495, 5593.412220237844, 3098.3594416023825, 2.9896113658575767, 0.9559792910952531, 2.2545224253025276, -3.888304285104235, -7.129700039113607, -1.510565070737167, 11.612861506788814, 7.656073937476506, -4.336639475495019, 19389.4894993958, -86207.06716921047, -274322.0217622226]",0,0,
36,"[-5094.227704879832, -2319.270077343396, -3877.521809041522, 5.1613875327411805, 0.6878950438093872, 1.5935725028297985, 8.38037576281485, 9.899101113365244, 11.103784729374624, 2.4420122124336814, -2.467371027150593, -4.013011445454705, 27958.00924271933, -33031.220214885325, -131012.91553860181]","[array([-59.27039,  -5.62953, -80.24256])]","[array([331402.27971625, 151589.73329914, 194594.54183394])]",
37,"[4706.928453048997, 5344.306571396552, -3667.742525705471, 2.170848382142755, 3.9230600576659054, 1.3061308458200478, -1.8951617489338446, 5.807864656542344, -1.146945143070349, -1.0288588910798353, -5.486653677807125, 2.871889562826654, -129402.93975871343, -107371.86277656554, -220084.23846809045]","[array([-210.67035, -180.16459, -183.72476]), array([210.67035, 180.16459, 183.72476])]","[array([1765022.01524139,  593646.66734175,  704587.45144723]), array([1765022.01524139,  593646.66734175,  704587.45144723])]",
38,"[5077.108705011426, -28.20410180518229, -5894.692429514476, 3.5518932907704888, 1.7033021727383424, 2.4332149063078674, 7.829622814974055, 3.7106987468036614, -3.7552931742684814, 2.7131841737624054, 7.591507373504804, -1.0603708791861557, 26438.857970681885, -111167.21298606502, -379770.5052595894]","[array([-402.45595,   -4.91422, -441.27936]), array([402.45595,   4.91422, 441.27936])]","[array([ 751601.54930026, 8418168.35566839, 7804347.13755866]), array([ 751601.54930026, 8418168.35566839, 7804347.13755866])]",
39,"[2662.181723009022, 1738.226501096402, 8831.28196555694, 0.9329227251585409, 1.1392907309864977, 0.43359967696569124, -3.1035548084200766, 1.6484083782082237, 7.848357866910076, -7.215681960043084, -3.5382270226248593, -9.75693344184009, 3313.1002303054556, -113660.78713807862, -318839.819854471]",0,0,
40,"[3357.001357658315, -6800.227445270737, -2881.5646299520376, 2.02185247095508, 1.3440602507041348, 5.8966959224307525, 10.964971963073722, 10.253044331065034, -1.7431548740105, 6.882958138468048, -4.546875301857355, -5.339233482218692, -109997.03509757826, 23546.443617788318, -254078.10629357325]",0,0,
41,"[-6281.394144430162, 1215.3408050665694, 7530.678796827498, 0.5929771682952106, 1.1245769548491307, 5.774555124956535, 9.163276430608605, 8.239450614315764, -6.04621510372551, -2.9598613156875313, -5.55525470450211, -12.29497378249226, 132928.81991070026, -30932.8885926979, -227781.40465754105]",0,0,
42,"[8953.217960009737, -520.8428649049893, 98.18463449242154, 3.5071856495818343, 1.9715102351562963, 3.9510455378991765, -4.683961952126377, 7.674104005128939, 4.860497295417341, 10.081276943133464, -5.569347676221675, 6.58138533868803, -7762.322395970492, -111985.45373003953, -217825.84523698685]","[array([-67.434  , -79.39729, -90.62447])]","[array([171001.03274627, 460825.73540255, 551265.17469281])]",
43,"[2120.7655524145066, 1126.246553244564, 2096.8628834904575, 4.379838847112991, 5.385615759964089, 2.556498085468792, 5.180542504958478, -2.829519281895383, 11.60659151425422, -5.216148772553325, 4.203040462629911, -6.923694857256101, -85908.41231499883, 116137.95367046469, -290126.9646377625]","[array([ -99.87652,   57.38918, -130.64421]), array([ 99.87652, -57.38918, 130.64421])]","[array([229360.32788079, 730939.54290707, 598026.36374716]), array([229360.32788079, 730939.54290707, 598026.36374716])]",
44,"[8421.928828799588, -5630.82877677767, 1129.6041978490011, 1.5992662652344327, 0.7994607670672056, 0.5742541628670298, 5.279163643971206, 10.191736195244047, 2.298949825899367, 10.352103289913458, -11.028683800572557, -1.6965199149699455, 23933.670915287978, 92259.80502880743, -309243.24772116705]","[array([-219.42353,   22.97885, -286.88302]), array([ -51.69362,  243.68147, -310.97691]), array([  51.69362, -243.68147,  310.97691]), array([219.42353, -22.97885, 286.88302])]","[array([1578868.91684112,  882478.70765505,  567233.85343242]), array([2407702.67581726,  595053.18300397,   75160.76470423]), array([2407702.67581726,  595053.18300397,   75160.76470423]), array([1578868.91684112,  882478.70765505,  567233.85343242])]",
45,"[-1366.1721486144888, -6078.295659197032, -7352.396174895443, 0.6642348401196886, 5.264465390198027, 3.474137853795239, -1.7570897253782949, 10.243220610244922, -4.084848037481877, 9.303537338433937, -10.644647522319989, -2.8964107067546845, 129547.62674747797, 77479.11590895912, -380826.5346016414]",0,0,
46,"[-9234.919997283116, 9861.854630509595, -8173.628934895405, 2.2436953293664614, 1.3942111537781832, 3.8124167003326415, -12.171969122745358, 0.4927005619492171, 10.532468006869117, 9.183601197734976, -9.704314890427279, 6.040197319938748, 91906.34694795299, -70318.34500789909, -298627.584613456]",0,0,
47,"[-9330.559822182127, 1025.32794675884, -2827.200875135645, 5.19864892153566, 2.800031507672004, 4.287142980794615, 3.8292314094426843, 0.9828716323307187, 1.2996306083428646, -9.497904982751049, -4.787531304873394, 6.220801602103904, 113942.17635711771, 37150.14666792008, -27816.99880764511]","[array([-149.769  ,  188.70289,  -70.76272]), array([ 149.769  , -188.70289,   70.76272])]","[array([1849974.67788543,  223491.26548484,  247807.53916733]), array([1849974.67788543,  223491.26548484,  247807.53916733])]",
48,"[6374.860736011578, 1541.2687519286574, -2359.552123804893, 2.8387454327742683, 3.2006649834399314, 0.4535992211528015, -9.157420814102258, 11.99166036030406, -6.388818638230038, -1.759878833319064, 5.323653952609881, 2.023053864516024, -15059.448534320516, 16197.331877475895, -364783.0148328733]",0,0,
49,"[3320.3380094623826, 9198.696702418685, -7313.526954375256, 0.5649804762940142, 1.3702738607106422, 5.035260174216787, -10.289522366711179, 11.319775460056889, 2.4205284985146562, 7.808716354811711, -10.294703760504039, -6.478443813283189, -142984.0462464036, -105857.13347946858, -233639.62084106475]",0,0,
50,"[6827.793117444253, 6386.656445169723, 8503.966242816306, 5.2150776374258205, 0.7032099261817972, 5.941457405720497, 10.218166421731741, 7.237411938208348, 12.159204340490067, -6.788407467567945, -1.2159210810662842, 1.4867834607903951, -3419.292700722872, -98526.52629610998, -330461.04251445894]","[array([-80.89223, -65.72916, -85.6224 ]), array([80.89223, 65.72916, 85.6224 ])]","[array([145246.42643565, 613603.11035278, 759877.46656834]), array([145246.42643565, 613603.11035278, 759877.46656834])]",
51,"[-9551.72679700164, -8571.959550611766, 675.4533489964051, 3.139268327662957, 5.987419053953238, 2.8911142702606374, 11.96905448912733, -2.4312582733380923, -6.705262128889522, 1.2740403586702467, 0.17939221225411295, -9.712303612031892, -48806.148391107825, 116988.29658373224, -223867.74174923432]",0,0,
52,"[-1001.0479168917354, 4957.59711937282, -5417.434487981963, 0.8723792572244695, 2.2261215966852053, 3.071403814488615, 5.9838178366592025, 4.799544340192485, -0.46839549780490763, -10.186811690954212, -10.181226338357728, 2.118180696820165, 65722.89686313362, -70129.01396981934, -112428.16611291305]",0,0,
53,"[-3340.2896121352587, 7581.905786296589, 4431.208137478829, 1.0522616362996775, 4.271283237318157, 3.2842763960562142, 8.21750673266218, -5.212187715442658, -2.7702555426225235, 11.26257696974982, -1.2584587390655955, 4.409551240811382, -47898.66844396289, -71232.79283582882, -204197.49604594443]","[array([-151.32231,  -23.4573 , -124.29364]), array([ -32.65909, -192.28196, -210.24549]), array([ 32.65909, 192.28196, 210.24549])]","[array([928363.6157361 , 252316.17492907, 560421.55129152]), array([2608347.64763201, 1446180.29510574,  158641.88772791]), array([2608347.64763201, 1446180.29510574,  158641.88772791])]",
54,"[-5600.02427385347, -6014.840902902522, 1790.8381839244012, 3.433441753916981, 4.951251918117639, 1.8497716045897268, -3.285032688775182, 1.5456141849707414, 4.932036199446387, -9.862792316451117, -7.811959207014403, 3.0138483786153767, -101099.7410526481, -89030.10924801872, -310125.8212755204]",0,0,
55,"[-9269.203289215893, 4768.786817764685, -4996.305868713331, 4.592908127603649, 5.05395665949298, 4.983792504583443, -9.56336859898944, 11.198361776850966, -7.04540059798791, -0.7899562872008286, 6.821527874028149, 6.825089402219195, 92456.91038234811, 85364.63730394587, -396068.9760888313]",0,0,
56,"[-3707.8354698194653, 3663.558613718309, -8676.215353102883, 1.8417065963232422, 5.999542758575174, 0.3113245822536417, -12.175303985694704, 1.1392100245254948, -1.3900722321885626, 3.39278561949253, -1.536375022767281, 2.4854640915076907, 82019.3714118647, 7357.114212268381, -151534.23392816083]",0,0,
57,"[-2750.3334415032186, 8173.67148643584, 2923.341673492072, 1.466938940079017, 1.0201444297350777, 1.4883750048746207, 2.894012786120408, 2.76520409392287, 3.1893934941283018, 2.717078103231062, 7.130147151121598, -4.26764987454154, 35192.88314560495, 39362.63369107965, -286340.8950357136]","[array([-275.92613,    8.75637, -276.58095]), array([275.92613,  -8.75637, 276.58095])]","[array([ 572552.61971134, 1803930.77174372, 2355823.39452783]), array([ 572552.61971134, 1803930.77174372, 2355823.39452783])]",
58,"[8915.392338714777, -5055.510531258582, -4775.9567145918045, 2.771844236343902, 1.336699460908071, 1.9756096611226723, -1.1274635725670947, 4.660013422569007, -1.8592569549136728, -5.597774257581317, 1.6245932424244618, -3.378592627410052, 1833.91032186558, 130608.68610881991, -154987.82407503546]",0,0,
59,"[8705.348794696376, -1832.7646106994953, 7714.493835279398, 1.003520517561726, 1.872287433300683, 4.595006459977029, 4.68185527883832, 7.295680625079974, -7.1277898343317165, -5.00641661452094, -6.93385638371446, 4.418571093541178, -108613.06122333239, -140523.99920098894, -140969.88644087594]","[array([-355.44195, -220.27995, -234.48314])]","[array([2974324.41924306,  486526.52932813, 1132220.82264119])]",
60,"[-4164.762340110775, -7278.891472726747, 613.4408713865541, 1.007453423437118, 5.950074864555043, 3.721011470001633, -8.16383169314727, -6.410221546475579, 11.499444986684622, -11.913974402064664, 0.10384472139555534, -0.19174038204837984, -80066.57934889334, -130086.77523962593, -316460.00711136154]",0,0,
61,"[4799.776121042312, -9746.20462952164, 176.61221010683403, 5.213054573548506, 4.386008970438328, 1.2076141892184278, 3.9665269096101348, 12.26905321016358, -5.665227431885388, -2.828670431868721, 6.095901139418999, -3.8503441187011465, -140346.66269809444, -127854.82533430563, -165833.16711808086]",0,0,
62,"[-2719.4701729305852, 4264.730415544367, -710.1995376871018, 4.68995495279552, 0.13669507977883852, 2.93229154964183, 3.1034254297276522, -3.472975524128228, -6.811378440456951, -0.8783849265710177, -10.310984062505284, -4.217541038375892, -6335.853805593564, 29481.481056080956, -82651.0245376727]",0,0,
63,"[2459.8131276041076, 4171.861665769948, -5076.3783045527025, 5.954655320006227, 1.5733634713230105, 4.976272722062784, 0.15672295318133145, -6.037818599657571, -0.6107711159667053, -7.048496729298274, 2.5864263373185814, 5.533654738543678, 70254.76227481925, -101574.24582265466, -93474.47262680094]",0,0,
64,"[-2078.165043287936, 5153.991812679495, 7012.993012017123, 2.6319172743769927, 2.8286639886308214, 2.3142221676932584, -11.530313920216368, 8.811024374066026, 9.21442381546829, 6.514480038170863, -5.0929952873160405, 7.736116068277557, 35550.90855554512, -69131.90403957861, -199503.43632784573]","[array([-210.63147,  206.97284,  -15.30504]), array([-62.13508, -67.04318, -80.81532]), array([ 210.63147, -206.97284,   15.30504])]","[array([  76519.79744341, 1941579.79639757, 1780984.95987415]), array([460607.02031247, 207755.6753566 , 117803.90448776]), array([  76519.79744341, 1941579.79639757, 1780984.95987415])]",
65,"[2127.942324127669, -5791.332891400695, -7015.789246917272, 3.8601573978586847, 0.5034314747596021, 5.224559402344957, -10.340921215171605, 10.970741902046548, -2.6715009849809697, 6.288881001350031, -8.13867890106088, 5.767503947927306, -81642.90729378129, -73323.15102425907, -309109.2590170662]",0,0,
66,"[-3144.943975689811, 1622.682337151662, -9481.513098335481, 2.5399111652922577, 5.615735966965176, 2.6615017803912018, -8.364187222858376, -1.1939239983935437, 4.87605463854128, 10.023239681600476, 4.0483342978425085, -0.25160103161423564, 119358.26679200074, -149733.61845977636, -102225.7808121632]","[array([-7.3516 , 77.7887 , 84.17691]), array([  7.3516 , -77.7887 , -84.17691])]","[array([ 25819.43020323, 527054.33057618, 266149.90848836]), array([ 25819.43020323, 527054.33057618, 266149.90848836])]",
67,"[4659.508931193632, 9023.192235129845, 7506.565201397843, 4.510213560428586, 4.361160563097665, 1.0759639796858533, -10.049740686196099, 8.646027277861762, -4.266933388509855, 12.259800579304006, -8.732760756878612, 6.91856699240893, -103472.47198817998, -83168.05373544332, -157212.44378616754]","[array([-100.59834, -107.42469, -163.35762])]","[array([351617.7138391 , 733533.68563245, 652983.00133792])]",
68,"[4653.227092878715, -1847.0038437123512, 8688.345990066839, 1.8409285728312803, 3.397833842759457, 1.4871345525471578, 5.162177397939111, 9.810086956971759, 2.3346441328699647, 1.255625522347854, -0.9639671765231643, 6.545338044876214, 67319.91543644812, 80656.26047453552, -120947.55664317613]","[array([-73.77757,  51.35862, -79.76298]), array([ 73.77757, -51.35862,  79.76298])]","[array([385443.38988358, 153528.62510139, 251980.72875903]), array([385443.38988358, 153528.62510139, 251980.72875903])]",
69,"[-3743.2094302567375, 4545.852434898874, -2468.784304223499, 1.2563453816089865, 3.2825315885364534, 3.181348097876387, -8.530639099462308, -3.6365313797982886, -0.22422674188951586, 9.069323898853828, -8.41690334856344, 4.208104969849199, 109001.76364900064, -45543.998835050035, -397427.98553358094]",0,0,
70,"[9588.058400858423, -5683.4668059402675, 1266.8418386744925, 3.832653996097484, 5.4248642338775666, 1.1361533386373408, 3.2778835179535424, 9.363178015679502, 1.5508309274038865, 8.158226447752075, -9.706324294043839, -10.949494187107039, -59064.812942245306, -147194.51012051466, -180591.94390619695]",0,0,
71,"[-516.8801528533986, -3946.7805576822857, -1572.907547051649, 2.63925962286733, 4.642540222879065, 4.141796471110092, -7.707232948667959, 1.8471995250913391, 8.637569632136863, -5.505672112193537, -8.730254963762482, -10.344960758028323, -148151.02164896613, -17214.061435927928, -213224.63250597546]",0,0,
72,"[-3500.0918021687967, -6095.6513082751135, 3255.4357016601625, 0.14637400540935616, 1.06999142860727, 2.8426601661123825, -5.38798860759801, 0.6593659530737295, -6.962003771601729, 10.84268946821311, -9.45329051751148, -5.460101626183319, 141460.29461635166, -96852.91687744677, -393260.75521397433]",0,0,
73,"[6384.338585686681, -1527.29750617828, 7281.494100787859, 5.719162148008989, 4.643186926033464, 4.718148630590494, -11.162211544043872, -1.967631248645211, 2.5406449534094016, -2.0983686751274373, -4.184460932457444, -0.01254771372941832, 36340.86963863525, -74990.32552417515, -155522.1131606089]",0,0,
